"","year","state","month","fires","date"
"4732",2013,"RIO GRANDE DO NORTE",10,71,2013-10-01
"4733",2013,"RIO GRANDE DO NORTE",11,77,2013-11-01
"4734",2013,"RIO GRANDE DO NORTE",12,46,2013-12-01
"4735",2014,"RIO GRANDE DO NORTE",1,34,2014-01-01
"4736",2014,"RIO GRANDE DO NORTE",2,8,2014-02-01
"4737",2014,"RIO GRANDE DO NORTE",3,6,2014-03-01
"4738",2014,"RIO GRANDE DO NORTE",4,2,2014-04-01
"4739",2014,"RIO GRANDE DO NORTE",5,2,2014-05-01
"4740",2014,"RIO GRANDE DO NORTE",6,2,2014-06-01
"4741",2014,"RIO GRANDE DO NORTE",7,2,2014-07-01
"4742",2014,"RIO GRANDE DO NORTE",8,21,2014-08-01
"4743",2014,"RIO GRANDE DO NORTE",9,30,2014-09-01
"4744",2014,"RIO GRANDE DO NORTE",10,75,2014-10-01
"4745",2014,"RIO GRANDE DO NORTE",11,124,2014-11-01
"4746",2014,"RIO GRANDE DO NORTE",12,47,2014-12-01
"4747",2015,"RIO GRANDE DO NORTE",1,45,2015-01-01
"4748",2015,"RIO GRANDE DO NORTE",2,15,2015-02-01
"4749",2015,"RIO GRANDE DO NORTE",3,3,2015-03-01
"4750",2015,"RIO GRANDE DO NORTE",4,4,2015-04-01
"4751",2015,"RIO GRANDE DO NORTE",5,4,2015-05-01
"4752",2015,"RIO GRANDE DO NORTE",6,5,2015-06-01
"4753",2015,"RIO GRANDE DO NORTE",7,3,2015-07-01
"4754",2015,"RIO GRANDE DO NORTE",8,16,2015-08-01
"4755",2015,"RIO GRANDE DO NORTE",9,36,2015-09-01
"4756",2015,"RIO GRANDE DO NORTE",10,129,2015-10-01
"4757",2015,"RIO GRANDE DO NORTE",11,105,2015-11-01
"4758",2015,"RIO GRANDE DO NORTE",12,74,2015-12-01
"4759",2016,"RIO GRANDE DO NORTE",1,15,2016-01-01
"4760",2016,"RIO GRANDE DO NORTE",2,2,2016-02-01
"4761",2016,"RIO GRANDE DO NORTE",3,1,2016-03-01
"4762",2016,"RIO GRANDE DO NORTE",4,0,2016-04-01
"4763",2016,"RIO GRANDE DO NORTE",5,1,2016-05-01
"4764",2016,"RIO GRANDE DO NORTE",6,4,2016-06-01
"4765",2016,"RIO GRANDE DO NORTE",7,13,2016-07-01
"4766",2016,"RIO GRANDE DO NORTE",8,24,2016-08-01
"4767",2016,"RIO GRANDE DO NORTE",9,44,2016-09-01
"4768",2016,"RIO GRANDE DO NORTE",10,129,2016-10-01
"4769",2016,"RIO GRANDE DO NORTE",11,93,2016-11-01
"4770",2016,"RIO GRANDE DO NORTE",12,75,2016-12-01
"4771",2017,"RIO GRANDE DO NORTE",1,28,2017-01-01
"4772",2017,"RIO GRANDE DO NORTE",2,10,2017-02-01
"4773",2017,"RIO GRANDE DO NORTE",3,3,2017-03-01
"4774",2017,"RIO GRANDE DO NORTE",4,6,2017-04-01
"4775",2017,"RIO GRANDE DO NORTE",5,2,2017-05-01
"4776",2017,"RIO GRANDE DO NORTE",6,3,2017-06-01
"4777",2017,"RIO GRANDE DO NORTE",7,4,2017-07-01
"4778",2017,"RIO GRANDE DO NORTE",8,21,2017-08-01
"4779",2017,"RIO GRANDE DO NORTE",9,48,2017-09-01
"4780",2017,"RIO GRANDE DO NORTE",10,85,2017-10-01
"4781",2017,"RIO GRANDE DO NORTE",11,89,2017-11-01
"4782",1998,"RIO GRANDE DO SUL",1,0,1998-01-01
"4783",1998,"RIO GRANDE DO SUL",2,0,1998-02-01
"4784",1998,"RIO GRANDE DO SUL",3,0,1998-03-01
"4785",1998,"RIO GRANDE DO SUL",4,0,1998-04-01
"4786",1998,"RIO GRANDE DO SUL",5,0,1998-05-01
"4787",1998,"RIO GRANDE DO SUL",6,0,1998-06-01
"4788",1998,"RIO GRANDE DO SUL",7,0,1998-07-01
"4789",1998,"RIO GRANDE DO SUL",8,9,1998-08-01
"4790",1998,"RIO GRANDE DO SUL",9,60,1998-09-01
"4791",1998,"RIO GRANDE DO SUL",10,169,1998-10-01
"4792",1998,"RIO GRANDE DO SUL",11,28,1998-11-01
"4793",1998,"RIO GRANDE DO SUL",12,605,1998-12-01
"4794",1999,"RIO GRANDE DO SUL",1,63,1999-01-01
"4795",1999,"RIO GRANDE DO SUL",2,35,1999-02-01
"4796",1999,"RIO GRANDE DO SUL",3,38,1999-03-01
"4797",1999,"RIO GRANDE DO SUL",4,12,1999-04-01
"4798",1999,"RIO GRANDE DO SUL",5,13,1999-05-01
"4799",1999,"RIO GRANDE DO SUL",6,9,1999-06-01
"4800",1999,"RIO GRANDE DO SUL",7,10,1999-07-01
"4801",1999,"RIO GRANDE DO SUL",8,24,1999-08-01
"4802",1999,"RIO GRANDE DO SUL",9,19,1999-09-01
"4803",1999,"RIO GRANDE DO SUL",10,56,1999-10-01
"4804",1999,"RIO GRANDE DO SUL",11,103,1999-11-01
"4805",1999,"RIO GRANDE DO SUL",12,1110,1999-12-01
"4806",2000,"RIO GRANDE DO SUL",1,126,2000-01-01
"4807",2000,"RIO GRANDE DO SUL",2,43,2000-02-01
"4808",2000,"RIO GRANDE DO SUL",3,51,2000-03-01
"4809",2000,"RIO GRANDE DO SUL",4,1,2000-04-01
"4810",2000,"RIO GRANDE DO SUL",5,4,2000-05-01
"4811",2000,"RIO GRANDE DO SUL",6,0,2000-06-01
"4812",2000,"RIO GRANDE DO SUL",7,6,2000-07-01
"4813",2000,"RIO GRANDE DO SUL",8,18,2000-08-01
"4814",2000,"RIO GRANDE DO SUL",9,27,2000-09-01
"4815",2000,"RIO GRANDE DO SUL",10,10,2000-10-01
"4816",2000,"RIO GRANDE DO SUL",11,18,2000-11-01
"4817",2000,"RIO GRANDE DO SUL",12,80,2000-12-01
"4818",2001,"RIO GRANDE DO SUL",1,12,2001-01-01
"4819",2001,"RIO GRANDE DO SUL",2,32,2001-02-01
"4820",2001,"RIO GRANDE DO SUL",3,11,2001-03-01
"4821",2001,"RIO GRANDE DO SUL",4,3,2001-04-01
"4822",2001,"RIO GRANDE DO SUL",5,4,2001-05-01
"4823",2001,"RIO GRANDE DO SUL",6,1,2001-06-01
"4824",2001,"RIO GRANDE DO SUL",7,6,2001-07-01
"4825",2001,"RIO GRANDE DO SUL",8,36,2001-08-01
"4826",2001,"RIO GRANDE DO SUL",9,2,2001-09-01
"4827",2001,"RIO GRANDE DO SUL",10,13,2001-10-01
"4828",2001,"RIO GRANDE DO SUL",11,49,2001-11-01
"4829",2001,"RIO GRANDE DO SUL",12,80,2001-12-01
"4830",2002,"RIO GRANDE DO SUL",1,265,2002-01-01
"4831",2002,"RIO GRANDE DO SUL",2,38,2002-02-01
"4832",2002,"RIO GRANDE DO SUL",3,26,2002-03-01
"4833",2002,"RIO GRANDE DO SUL",4,6,2002-04-01
"4834",2002,"RIO GRANDE DO SUL",5,7,2002-05-01
"4835",2002,"RIO GRANDE DO SUL",6,4,2002-06-01
"4836",2002,"RIO GRANDE DO SUL",7,93,2002-07-01
"4837",2002,"RIO GRANDE DO SUL",8,824,2002-08-01
"4838",2002,"RIO GRANDE DO SUL",9,226,2002-09-01
"4839",2002,"RIO GRANDE DO SUL",10,10,2002-10-01
"4840",2002,"RIO GRANDE DO SUL",11,117,2002-11-01
"4841",2002,"RIO GRANDE DO SUL",12,45,2002-12-01
"4842",2003,"RIO GRANDE DO SUL",1,58,2003-01-01
"4843",2003,"RIO GRANDE DO SUL",2,13,2003-02-01
"4844",2003,"RIO GRANDE DO SUL",3,27,2003-03-01
"4845",2003,"RIO GRANDE DO SUL",4,30,2003-04-01
"4846",2003,"RIO GRANDE DO SUL",5,18,2003-05-01
"4847",2003,"RIO GRANDE DO SUL",6,14,2003-06-01
"4848",2003,"RIO GRANDE DO SUL",7,55,2003-07-01
"4849",2003,"RIO GRANDE DO SUL",8,1419,2003-08-01
"4850",2003,"RIO GRANDE DO SUL",9,828,2003-09-01
"4851",2003,"RIO GRANDE DO SUL",10,360,2003-10-01
"4852",2003,"RIO GRANDE DO SUL",11,121,2003-11-01
"4853",2003,"RIO GRANDE DO SUL",12,98,2003-12-01
"4854",2004,"RIO GRANDE DO SUL",1,70,2004-01-01
"4855",2004,"RIO GRANDE DO SUL",2,52,2004-02-01
"4856",2004,"RIO GRANDE DO SUL",3,149,2004-03-01
"4857",2004,"RIO GRANDE DO SUL",4,98,2004-04-01
"4858",2004,"RIO GRANDE DO SUL",5,4,2004-05-01
"4859",2004,"RIO GRANDE DO SUL",6,52,2004-06-01
"4860",2004,"RIO GRANDE DO SUL",7,156,2004-07-01
"4861",2004,"RIO GRANDE DO SUL",8,403,2004-08-01
"4862",2004,"RIO GRANDE DO SUL",9,431,2004-09-01
"4863",2004,"RIO GRANDE DO SUL",10,680,2004-10-01
"4864",2004,"RIO GRANDE DO SUL",11,161,2004-11-01
"4865",2004,"RIO GRANDE DO SUL",12,99,2004-12-01
"4866",2005,"RIO GRANDE DO SUL",1,152,2005-01-01
"4867",2005,"RIO GRANDE DO SUL",2,36,2005-02-01
"4868",2005,"RIO GRANDE DO SUL",3,153,2005-03-01
"4869",2005,"RIO GRANDE DO SUL",4,14,2005-04-01
"4870",2005,"RIO GRANDE DO SUL",5,24,2005-05-01
"4871",2005,"RIO GRANDE DO SUL",6,50,2005-06-01
"4872",2005,"RIO GRANDE DO SUL",7,47,2005-07-01
"4873",2005,"RIO GRANDE DO SUL",8,120,2005-08-01
"4874",2005,"RIO GRANDE DO SUL",9,189,2005-09-01
"4875",2005,"RIO GRANDE DO SUL",10,83,2005-10-01
"4876",2005,"RIO GRANDE DO SUL",11,227,2005-11-01
"4877",2005,"RIO GRANDE DO SUL",12,35,2005-12-01
"4878",2006,"RIO GRANDE DO SUL",1,46,2006-01-01
"4879",2006,"RIO GRANDE DO SUL",2,34,2006-02-01
"4880",2006,"RIO GRANDE DO SUL",3,76,2006-03-01
"4881",2006,"RIO GRANDE DO SUL",4,59,2006-04-01
"4882",2006,"RIO GRANDE DO SUL",5,24,2006-05-01
"4883",2006,"RIO GRANDE DO SUL",6,7,2006-06-01
"4884",2006,"RIO GRANDE DO SUL",7,45,2006-07-01
"4885",2006,"RIO GRANDE DO SUL",8,642,2006-08-01
"4886",2006,"RIO GRANDE DO SUL",9,444,2006-09-01
"4887",2006,"RIO GRANDE DO SUL",10,160,2006-10-01
"4888",2006,"RIO GRANDE DO SUL",11,27,2006-11-01
"4889",2006,"RIO GRANDE DO SUL",12,15,2006-12-01
"4890",2007,"RIO GRANDE DO SUL",1,37,2007-01-01
"4891",2007,"RIO GRANDE DO SUL",2,24,2007-02-01
"4892",2007,"RIO GRANDE DO SUL",3,8,2007-03-01
"4893",2007,"RIO GRANDE DO SUL",4,4,2007-04-01
"4894",2007,"RIO GRANDE DO SUL",5,3,2007-05-01
"4895",2007,"RIO GRANDE DO SUL",6,10,2007-06-01
"4896",2007,"RIO GRANDE DO SUL",7,7,2007-07-01
"4897",2007,"RIO GRANDE DO SUL",8,258,2007-08-01
"4898",2007,"RIO GRANDE DO SUL",9,573,2007-09-01
"4899",2007,"RIO GRANDE DO SUL",10,21,2007-10-01
"4900",2007,"RIO GRANDE DO SUL",11,13,2007-11-01
"4901",2007,"RIO GRANDE DO SUL",12,25,2007-12-01
"4902",2008,"RIO GRANDE DO SUL",1,42,2008-01-01
"4903",2008,"RIO GRANDE DO SUL",2,30,2008-02-01
"4904",2008,"RIO GRANDE DO SUL",3,38,2008-03-01
"4905",2008,"RIO GRANDE DO SUL",4,110,2008-04-01
"4906",2008,"RIO GRANDE DO SUL",5,20,2008-05-01
"4907",2008,"RIO GRANDE DO SUL",6,16,2008-06-01
"4908",2008,"RIO GRANDE DO SUL",7,25,2008-07-01
"4909",2008,"RIO GRANDE DO SUL",8,56,2008-08-01
"4910",2008,"RIO GRANDE DO SUL",9,97,2008-09-01
"4911",2008,"RIO GRANDE DO SUL",10,135,2008-10-01
"4912",2008,"RIO GRANDE DO SUL",11,14,2008-11-01
"4913",2008,"RIO GRANDE DO SUL",12,32,2008-12-01
"4914",2009,"RIO GRANDE DO SUL",1,65,2009-01-01
"4915",2009,"RIO GRANDE DO SUL",2,15,2009-02-01
"4916",2009,"RIO GRANDE DO SUL",3,41,2009-03-01
"4917",2009,"RIO GRANDE DO SUL",4,145,2009-04-01
"4918",2009,"RIO GRANDE DO SUL",5,177,2009-05-01
"4919",2009,"RIO GRANDE DO SUL",6,30,2009-06-01
"4920",2009,"RIO GRANDE DO SUL",7,47,2009-07-01
"4921",2009,"RIO GRANDE DO SUL",8,1057,2009-08-01
"4922",2009,"RIO GRANDE DO SUL",9,39,2009-09-01
"4923",2009,"RIO GRANDE DO SUL",10,148,2009-10-01
"4924",2009,"RIO GRANDE DO SUL",11,4,2009-11-01
"4925",2009,"RIO GRANDE DO SUL",12,15,2009-12-01
"4926",2010,"RIO GRANDE DO SUL",1,22,2010-01-01
"4927",2010,"RIO GRANDE DO SUL",2,23,2010-02-01
"4928",2010,"RIO GRANDE DO SUL",3,21,2010-03-01
"4929",2010,"RIO GRANDE DO SUL",4,72,2010-04-01
"4930",2010,"RIO GRANDE DO SUL",5,9,2010-05-01
"4931",2010,"RIO GRANDE DO SUL",6,4,2010-06-01
"4932",2010,"RIO GRANDE DO SUL",7,34,2010-07-01
"4933",2010,"RIO GRANDE DO SUL",8,267,2010-08-01
"4934",2010,"RIO GRANDE DO SUL",9,250,2010-09-01
"4935",2010,"RIO GRANDE DO SUL",10,95,2010-10-01
"4936",2010,"RIO GRANDE DO SUL",11,90,2010-11-01
"4937",2010,"RIO GRANDE DO SUL",12,103,2010-12-01
"4938",2011,"RIO GRANDE DO SUL",1,33,2011-01-01
"4939",2011,"RIO GRANDE DO SUL",2,26,2011-02-01
"4940",2011,"RIO GRANDE DO SUL",3,31,2011-03-01
"4941",2011,"RIO GRANDE DO SUL",4,41,2011-04-01
"4942",2011,"RIO GRANDE DO SUL",5,20,2011-05-01
"4943",2011,"RIO GRANDE DO SUL",6,12,2011-06-01
"4944",2011,"RIO GRANDE DO SUL",7,45,2011-07-01
"4945",2011,"RIO GRANDE DO SUL",8,116,2011-08-01
"4946",2011,"RIO GRANDE DO SUL",9,449,2011-09-01
"4947",2011,"RIO GRANDE DO SUL",10,74,2011-10-01
"4948",2011,"RIO GRANDE DO SUL",11,117,2011-11-01
"4949",2011,"RIO GRANDE DO SUL",12,69,2011-12-01
"4950",2012,"RIO GRANDE DO SUL",1,61,2012-01-01
"4951",2012,"RIO GRANDE DO SUL",2,39,2012-02-01
"4952",2012,"RIO GRANDE DO SUL",3,50,2012-03-01
"4953",2012,"RIO GRANDE DO SUL",4,41,2012-04-01
"4954",2012,"RIO GRANDE DO SUL",5,112,2012-05-01
"4955",2012,"RIO GRANDE DO SUL",6,86,2012-06-01
"4956",2012,"RIO GRANDE DO SUL",7,134,2012-07-01
"4957",2012,"RIO GRANDE DO SUL",8,410,2012-08-01
"4958",2012,"RIO GRANDE DO SUL",9,113,2012-09-01
"4959",2012,"RIO GRANDE DO SUL",10,91,2012-10-01
"4960",2012,"RIO GRANDE DO SUL",11,74,2012-11-01
"4961",2012,"RIO GRANDE DO SUL",12,38,2012-12-01
"4962",2013,"RIO GRANDE DO SUL",1,22,2013-01-01
"4963",2013,"RIO GRANDE DO SUL",2,43,2013-02-01
"4964",2013,"RIO GRANDE DO SUL",3,44,2013-03-01
"4965",2013,"RIO GRANDE DO SUL",4,47,2013-04-01
"4966",2013,"RIO GRANDE DO SUL",5,14,2013-05-01
"4967",2013,"RIO GRANDE DO SUL",6,10,2013-06-01
"4968",2013,"RIO GRANDE DO SUL",7,42,2013-07-01
"4969",2013,"RIO GRANDE DO SUL",8,156,2013-08-01
"4970",2013,"RIO GRANDE DO SUL",9,290,2013-09-01
"4971",2013,"RIO GRANDE DO SUL",10,104,2013-10-01
"4972",2013,"RIO GRANDE DO SUL",11,110,2013-11-01
"4973",2013,"RIO GRANDE DO SUL",12,62,2013-12-01
"4974",2014,"RIO GRANDE DO SUL",1,53,2014-01-01
"4975",2014,"RIO GRANDE DO SUL",2,37,2014-02-01
"4976",2014,"RIO GRANDE DO SUL",3,58,2014-03-01
"4977",2014,"RIO GRANDE DO SUL",4,60,2014-04-01
"4978",2014,"RIO GRANDE DO SUL",5,63,2014-05-01
"4979",2014,"RIO GRANDE DO SUL",6,62,2014-06-01
"4980",2014,"RIO GRANDE DO SUL",7,209,2014-07-01
"4981",2014,"RIO GRANDE DO SUL",8,1168,2014-08-01
"4982",2014,"RIO GRANDE DO SUL",9,224,2014-09-01
"4983",2014,"RIO GRANDE DO SUL",10,110,2014-10-01
"4984",2014,"RIO GRANDE DO SUL",11,68,2014-11-01
"4985",2014,"RIO GRANDE DO SUL",12,31,2014-12-01
"4986",2015,"RIO GRANDE DO SUL",1,51,2015-01-01
"4987",2015,"RIO GRANDE DO SUL",2,41,2015-02-01
"4988",2015,"RIO GRANDE DO SUL",3,108,2015-03-01
"4989",2015,"RIO GRANDE DO SUL",4,175,2015-04-01
"4990",2015,"RIO GRANDE DO SUL",5,169,2015-05-01
"4991",2015,"RIO GRANDE DO SUL",6,68,2015-06-01
"4992",2015,"RIO GRANDE DO SUL",7,60,2015-07-01
"4993",2015,"RIO GRANDE DO SUL",8,414,2015-08-01
"4994",2015,"RIO GRANDE DO SUL",9,222,2015-09-01
"4995",2015,"RIO GRANDE DO SUL",10,70,2015-10-01
"4996",2015,"RIO GRANDE DO SUL",11,30,2015-11-01
"4997",2015,"RIO GRANDE DO SUL",12,42,2015-12-01
"4998",2016,"RIO GRANDE DO SUL",1,68,2016-01-01
"4999",2016,"RIO GRANDE DO SUL",2,55,2016-02-01
"5000",2016,"RIO GRANDE DO SUL",3,30,2016-03-01
"5001",2016,"RIO GRANDE DO SUL",4,32,2016-04-01
"5002",2016,"RIO GRANDE DO SUL",5,37,2016-05-01
"5003",2016,"RIO GRANDE DO SUL",6,261,2016-06-01
"5004",2016,"RIO GRANDE DO SUL",7,865,2016-07-01
"5005",2016,"RIO GRANDE DO SUL",8,1111,2016-08-01
"5006",2016,"RIO GRANDE DO SUL",9,628,2016-09-01
"5007",2016,"RIO GRANDE DO SUL",10,93,2016-10-01
"5008",2016,"RIO GRANDE DO SUL",11,105,2016-11-01
"5009",2016,"RIO GRANDE DO SUL",12,79,2016-12-01
"5010",2017,"RIO GRANDE DO SUL",1,28,2017-01-01
"5011",2017,"RIO GRANDE DO SUL",2,31,2017-02-01
"5012",2017,"RIO GRANDE DO SUL",3,34,2017-03-01
"5013",2017,"RIO GRANDE DO SUL",4,51,2017-04-01
"5014",2017,"RIO GRANDE DO SUL",5,43,2017-05-01
"5015",2017,"RIO GRANDE DO SUL",6,103,2017-06-01
"5016",2017,"RIO GRANDE DO SUL",7,885,2017-07-01
"5017",2017,"RIO GRANDE DO SUL",8,819,2017-08-01
"5018",2017,"RIO GRANDE DO SUL",9,343,2017-09-01
"5019",2017,"RIO GRANDE DO SUL",10,101,2017-10-01
"5020",2017,"RIO GRANDE DO SUL",11,137,2017-11-01
"5021",1998,"RONDÔNIA",1,0,1998-01-01
"5022",1998,"RONDÔNIA",2,0,1998-02-01
"5023",1998,"RONDÔNIA",3,0,1998-03-01
"5024",1998,"RONDÔNIA",4,0,1998-04-01
"5025",1998,"RONDÔNIA",5,0,1998-05-01
"5026",1998,"RONDÔNIA",6,26,1998-06-01
"5027",1998,"RONDÔNIA",7,365,1998-07-01
"5028",1998,"RONDÔNIA",8,2254,1998-08-01
"5029",1998,"RONDÔNIA",9,3753,1998-09-01
"5030",1998,"RONDÔNIA",10,483,1998-10-01
"5031",1998,"RONDÔNIA",11,3,1998-11-01
"5032",1998,"RONDÔNIA",12,33,1998-12-01
"5033",1999,"RONDÔNIA",1,1,1999-01-01
"5034",1999,"RONDÔNIA",2,1,1999-02-01
"5035",1999,"RONDÔNIA",3,8,1999-03-01
"5036",1999,"RONDÔNIA",4,3,1999-04-01
"5037",1999,"RONDÔNIA",5,3,1999-05-01
"5038",1999,"RONDÔNIA",6,10,1999-06-01
"5039",1999,"RONDÔNIA",7,135,1999-07-01
"5040",1999,"RONDÔNIA",8,1976,1999-08-01
"5041",1999,"RONDÔNIA",9,3062,1999-09-01
"5042",1999,"RONDÔNIA",10,1884,1999-10-01
"5043",1999,"RONDÔNIA",11,41,1999-11-01
"5044",1999,"RONDÔNIA",12,0,1999-12-01
"5045",2000,"RONDÔNIA",1,0,2000-01-01
"5046",2000,"RONDÔNIA",2,6,2000-02-01
"5047",2000,"RONDÔNIA",3,9,2000-03-01
"5048",2000,"RONDÔNIA",4,0,2000-04-01
"5049",2000,"RONDÔNIA",5,13,2000-05-01
"5050",2000,"RONDÔNIA",6,54,2000-06-01
"5051",2000,"RONDÔNIA",7,117,2000-07-01
"5052",2000,"RONDÔNIA",8,2197,2000-08-01
"5053",2000,"RONDÔNIA",9,2438,2000-09-01
"5054",2000,"RONDÔNIA",10,644,2000-10-01
"5055",2000,"RONDÔNIA",11,13,2000-11-01
"5056",2000,"RONDÔNIA",12,7,2000-12-01
"5057",2001,"RONDÔNIA",1,0,2001-01-01
"5058",2001,"RONDÔNIA",2,2,2001-02-01
"5059",2001,"RONDÔNIA",3,0,2001-03-01
"5060",2001,"RONDÔNIA",4,0,2001-04-01
"5061",2001,"RONDÔNIA",5,5,2001-05-01
"5062",2001,"RONDÔNIA",6,31,2001-06-01
"5063",2001,"RONDÔNIA",7,74,2001-07-01
"5064",2001,"RONDÔNIA",8,2132,2001-08-01
"5065",2001,"RONDÔNIA",9,1927,2001-09-01
"5066",2001,"RONDÔNIA",10,796,2001-10-01
"5067",2001,"RONDÔNIA",11,91,2001-11-01
"5068",2001,"RONDÔNIA",12,1,2001-12-01
"5069",2002,"RONDÔNIA",1,6,2002-01-01
"5070",2002,"RONDÔNIA",2,8,2002-02-01
"5071",2002,"RONDÔNIA",3,1,2002-03-01
"5072",2002,"RONDÔNIA",4,3,2002-04-01
"5073",2002,"RONDÔNIA",5,10,2002-05-01
"5074",2002,"RONDÔNIA",6,141,2002-06-01
"5075",2002,"RONDÔNIA",7,539,2002-07-01
"5076",2002,"RONDÔNIA",8,3465,2002-08-01
"5077",2002,"RONDÔNIA",9,7067,2002-09-01
"5078",2002,"RONDÔNIA",10,3554,2002-10-01
"5079",2002,"RONDÔNIA",11,639,2002-11-01
"5080",2002,"RONDÔNIA",12,91,2002-12-01
"5081",2003,"RONDÔNIA",1,62,2003-01-01
"5082",2003,"RONDÔNIA",2,10,2003-02-01
"5083",2003,"RONDÔNIA",3,13,2003-03-01
"5084",2003,"RONDÔNIA",4,10,2003-04-01
"5085",2003,"RONDÔNIA",5,21,2003-05-01
"5086",2003,"RONDÔNIA",6,74,2003-06-01
"5087",2003,"RONDÔNIA",7,516,2003-07-01
"5088",2003,"RONDÔNIA",8,7060,2003-08-01
"5089",2003,"RONDÔNIA",9,6890,2003-09-01
"5090",2003,"RONDÔNIA",10,4962,2003-10-01
"5091",2003,"RONDÔNIA",11,526,2003-11-01
"5092",2003,"RONDÔNIA",12,214,2003-12-01
"5093",2004,"RONDÔNIA",1,30,2004-01-01
"5094",2004,"RONDÔNIA",2,12,2004-02-01
"5095",2004,"RONDÔNIA",3,20,2004-03-01
"5096",2004,"RONDÔNIA",4,14,2004-04-01
"5097",2004,"RONDÔNIA",5,9,2004-05-01
"5098",2004,"RONDÔNIA",6,151,2004-06-01
"5099",2004,"RONDÔNIA",7,1233,2004-07-01
"5100",2004,"RONDÔNIA",8,6893,2004-08-01
"5101",2004,"RONDÔNIA",9,13050,2004-09-01
"5102",2004,"RONDÔNIA",10,3094,2004-10-01
"5103",2004,"RONDÔNIA",11,452,2004-11-01
"5104",2004,"RONDÔNIA",12,208,2004-12-01
"5105",2005,"RONDÔNIA",1,99,2005-01-01
"5106",2005,"RONDÔNIA",2,42,2005-02-01
"5107",2005,"RONDÔNIA",3,17,2005-03-01
"5108",2005,"RONDÔNIA",4,7,2005-04-01
"5109",2005,"RONDÔNIA",5,38,2005-05-01
"5110",2005,"RONDÔNIA",6,153,2005-06-01
"5111",2005,"RONDÔNIA",7,798,2005-07-01
"5112",2005,"RONDÔNIA",8,6672,2005-08-01
"5113",2005,"RONDÔNIA",9,13972,2005-09-01
"5114",2005,"RONDÔNIA",10,2559,2005-10-01
"5115",2005,"RONDÔNIA",11,465,2005-11-01
"5116",2005,"RONDÔNIA",12,36,2005-12-01
"5117",2006,"RONDÔNIA",1,16,2006-01-01
"5118",2006,"RONDÔNIA",2,17,2006-02-01
"5119",2006,"RONDÔNIA",3,15,2006-03-01
"5120",2006,"RONDÔNIA",4,0,2006-04-01
"5121",2006,"RONDÔNIA",5,7,2006-05-01
"5122",2006,"RONDÔNIA",6,40,2006-06-01
"5123",2006,"RONDÔNIA",7,314,2006-07-01
"5124",2006,"RONDÔNIA",8,3124,2006-08-01
"5125",2006,"RONDÔNIA",9,9920,2006-09-01
"5126",2006,"RONDÔNIA",10,1148,2006-10-01
"5127",2006,"RONDÔNIA",11,253,2006-11-01
"5128",2006,"RONDÔNIA",12,4,2006-12-01
"5129",2007,"RONDÔNIA",1,33,2007-01-01
"5130",2007,"RONDÔNIA",2,8,2007-02-01
"5131",2007,"RONDÔNIA",3,20,2007-03-01
"5132",2007,"RONDÔNIA",4,0,2007-04-01
"5133",2007,"RONDÔNIA",5,4,2007-05-01
"5134",2007,"RONDÔNIA",6,71,2007-06-01
"5135",2007,"RONDÔNIA",7,187,2007-07-01
"5136",2007,"RONDÔNIA",8,4786,2007-08-01
"5137",2007,"RONDÔNIA",9,6832,2007-09-01
"5138",2007,"RONDÔNIA",10,2023,2007-10-01
"5139",2007,"RONDÔNIA",11,53,2007-11-01
"5140",2007,"RONDÔNIA",12,6,2007-12-01
"5141",2008,"RONDÔNIA",1,4,2008-01-01
"5142",2008,"RONDÔNIA",2,7,2008-02-01
"5143",2008,"RONDÔNIA",3,2,2008-03-01
"5144",2008,"RONDÔNIA",4,8,2008-04-01
"5145",2008,"RONDÔNIA",5,1,2008-05-01
"5146",2008,"RONDÔNIA",6,11,2008-06-01
"5147",2008,"RONDÔNIA",7,138,2008-07-01
"5148",2008,"RONDÔNIA",8,1251,2008-08-01
"5149",2008,"RONDÔNIA",9,3726,2008-09-01
"5150",2008,"RONDÔNIA",10,1482,2008-10-01
"5151",2008,"RONDÔNIA",11,78,2008-11-01
"5152",2008,"RONDÔNIA",12,2,2008-12-01
"5153",2009,"RONDÔNIA",1,17,2009-01-01
"5154",2009,"RONDÔNIA",2,1,2009-02-01
"5155",2009,"RONDÔNIA",3,12,2009-03-01
"5156",2009,"RONDÔNIA",4,3,2009-04-01
"5157",2009,"RONDÔNIA",5,6,2009-05-01
"5158",2009,"RONDÔNIA",6,13,2009-06-01
"5159",2009,"RONDÔNIA",7,110,2009-07-01
"5160",2009,"RONDÔNIA",8,484,2009-08-01
"5161",2009,"RONDÔNIA",9,1869,2009-09-01
"5162",2009,"RONDÔNIA",10,1444,2009-10-01
"5163",2009,"RONDÔNIA",11,128,2009-11-01
"5164",2009,"RONDÔNIA",12,9,2009-12-01
"5165",2010,"RONDÔNIA",1,18,2010-01-01
"5166",2010,"RONDÔNIA",2,9,2010-02-01
"5167",2010,"RONDÔNIA",3,11,2010-03-01
"5168",2010,"RONDÔNIA",4,19,2010-04-01
"5169",2010,"RONDÔNIA",5,41,2010-05-01
"5170",2010,"RONDÔNIA",6,44,2010-06-01
"5171",2010,"RONDÔNIA",7,747,2010-07-01
"5172",2010,"RONDÔNIA",8,4388,2010-08-01
"5173",2010,"RONDÔNIA",9,4893,2010-09-01
"5174",2010,"RONDÔNIA",10,1307,2010-10-01
"5175",2010,"RONDÔNIA",11,238,2010-11-01
