"","year","state","month","fires","date"
"5176",2010,"RONDÔNIA",12,158,2010-12-01
"5177",2011,"RONDÔNIA",1,1,2011-01-01
"5178",2011,"RONDÔNIA",2,2,2011-02-01
"5179",2011,"RONDÔNIA",3,6,2011-03-01
"5180",2011,"RONDÔNIA",4,8,2011-04-01
"5181",2011,"RONDÔNIA",5,54,2011-05-01
"5182",2011,"RONDÔNIA",6,130,2011-06-01
"5183",2011,"RONDÔNIA",7,293,2011-07-01
"5184",2011,"RONDÔNIA",8,1161,2011-08-01
"5185",2011,"RONDÔNIA",9,1782,2011-09-01
"5186",2011,"RONDÔNIA",10,822,2011-10-01
"5187",2011,"RONDÔNIA",11,245,2011-11-01
"5188",2011,"RONDÔNIA",12,37,2011-12-01
"5189",2012,"RONDÔNIA",1,2,2012-01-01
"5190",2012,"RONDÔNIA",2,9,2012-02-01
"5191",2012,"RONDÔNIA",3,6,2012-03-01
"5192",2012,"RONDÔNIA",4,12,2012-04-01
"5193",2012,"RONDÔNIA",5,22,2012-05-01
"5194",2012,"RONDÔNIA",6,32,2012-06-01
"5195",2012,"RONDÔNIA",7,205,2012-07-01
"5196",2012,"RONDÔNIA",8,2209,2012-08-01
"5197",2012,"RONDÔNIA",9,2471,2012-09-01
"5198",2012,"RONDÔNIA",10,1229,2012-10-01
"5199",2012,"RONDÔNIA",11,174,2012-11-01
"5200",2012,"RONDÔNIA",12,50,2012-12-01
"5201",2013,"RONDÔNIA",1,7,2013-01-01
"5202",2013,"RONDÔNIA",2,8,2013-02-01
"5203",2013,"RONDÔNIA",3,23,2013-03-01
"5204",2013,"RONDÔNIA",4,9,2013-04-01
"5205",2013,"RONDÔNIA",5,9,2013-05-01
"5206",2013,"RONDÔNIA",6,22,2013-06-01
"5207",2013,"RONDÔNIA",7,117,2013-07-01
"5208",2013,"RONDÔNIA",8,885,2013-08-01
"5209",2013,"RONDÔNIA",9,1776,2013-09-01
"5210",2013,"RONDÔNIA",10,555,2013-10-01
"5211",2013,"RONDÔNIA",11,108,2013-11-01
"5212",2013,"RONDÔNIA",12,143,2013-12-01
"5213",2014,"RONDÔNIA",1,12,2014-01-01
"5214",2014,"RONDÔNIA",2,5,2014-02-01
"5215",2014,"RONDÔNIA",3,13,2014-03-01
"5216",2014,"RONDÔNIA",4,15,2014-04-01
"5217",2014,"RONDÔNIA",5,28,2014-05-01
"5218",2014,"RONDÔNIA",6,92,2014-06-01
"5219",2014,"RONDÔNIA",7,192,2014-07-01
"5220",2014,"RONDÔNIA",8,3038,2014-08-01
"5221",2014,"RONDÔNIA",9,2800,2014-09-01
"5222",2014,"RONDÔNIA",10,1063,2014-10-01
"5223",2014,"RONDÔNIA",11,202,2014-11-01
"5224",2014,"RONDÔNIA",12,144,2014-12-01
"5225",2015,"RONDÔNIA",1,30,2015-01-01
"5226",2015,"RONDÔNIA",2,22,2015-02-01
"5227",2015,"RONDÔNIA",3,15,2015-03-01
"5228",2015,"RONDÔNIA",4,15,2015-04-01
"5229",2015,"RONDÔNIA",5,13,2015-05-01
"5230",2015,"RONDÔNIA",6,119,2015-06-01
"5231",2015,"RONDÔNIA",7,423,2015-07-01
"5232",2015,"RONDÔNIA",8,3762,2015-08-01
"5233",2015,"RONDÔNIA",9,6129,2015-09-01
"5234",2015,"RONDÔNIA",10,2598,2015-10-01
"5235",2015,"RONDÔNIA",11,1002,2015-11-01
"5236",2015,"RONDÔNIA",12,282,2015-12-01
"5237",2016,"RONDÔNIA",1,93,2016-01-01
"5238",2016,"RONDÔNIA",2,88,2016-02-01
"5239",2016,"RONDÔNIA",3,25,2016-03-01
"5240",2016,"RONDÔNIA",4,59,2016-04-01
"5241",2016,"RONDÔNIA",5,44,2016-05-01
"5242",2016,"RONDÔNIA",6,170,2016-06-01
"5243",2016,"RONDÔNIA",7,969,2016-07-01
"5244",2016,"RONDÔNIA",8,3675,2016-08-01
"5245",2016,"RONDÔNIA",9,4208,2016-09-01
"5246",2016,"RONDÔNIA",10,1844,2016-10-01
"5247",2016,"RONDÔNIA",11,401,2016-11-01
"5248",2016,"RONDÔNIA",12,148,2016-12-01
"5249",2017,"RONDÔNIA",1,44,2017-01-01
"5250",2017,"RONDÔNIA",2,10,2017-02-01
"5251",2017,"RONDÔNIA",3,21,2017-03-01
"5252",2017,"RONDÔNIA",4,19,2017-04-01
"5253",2017,"RONDÔNIA",5,31,2017-05-01
"5254",2017,"RONDÔNIA",6,192,2017-06-01
"5255",2017,"RONDÔNIA",7,1280,2017-07-01
"5256",2017,"RONDÔNIA",8,4287,2017-08-01
"5257",2017,"RONDÔNIA",9,5638,2017-09-01
"5258",2017,"RONDÔNIA",10,2190,2017-10-01
"5259",2017,"RONDÔNIA",11,372,2017-11-01
"5260",1998,"RORAIMA",1,0,1998-01-01
"5261",1998,"RORAIMA",2,0,1998-02-01
"5262",1998,"RORAIMA",3,0,1998-03-01
"5263",1998,"RORAIMA",4,0,1998-04-01
"5264",1998,"RORAIMA",5,0,1998-05-01
"5265",1998,"RORAIMA",6,0,1998-06-01
"5266",1998,"RORAIMA",7,1,1998-07-01
"5267",1998,"RORAIMA",8,0,1998-08-01
"5268",1998,"RORAIMA",9,2,1998-09-01
"5269",1998,"RORAIMA",10,1,1998-10-01
"5270",1998,"RORAIMA",11,1,1998-11-01
"5271",1998,"RORAIMA",12,16,1998-12-01
"5272",1999,"RORAIMA",1,15,1999-01-01
"5273",1999,"RORAIMA",2,20,1999-02-01
"5274",1999,"RORAIMA",3,98,1999-03-01
"5275",1999,"RORAIMA",4,16,1999-04-01
"5276",1999,"RORAIMA",5,0,1999-05-01
"5277",1999,"RORAIMA",6,3,1999-06-01
"5278",1999,"RORAIMA",7,4,1999-07-01
"5279",1999,"RORAIMA",8,1,1999-08-01
"5280",1999,"RORAIMA",9,3,1999-09-01
"5281",1999,"RORAIMA",10,10,1999-10-01
"5282",1999,"RORAIMA",11,15,1999-11-01
"5283",1999,"RORAIMA",12,35,1999-12-01
"5284",2000,"RORAIMA",1,18,2000-01-01
"5285",2000,"RORAIMA",2,57,2000-02-01
"5286",2000,"RORAIMA",3,125,2000-03-01
"5287",2000,"RORAIMA",4,0,2000-04-01
"5288",2000,"RORAIMA",5,7,2000-05-01
"5289",2000,"RORAIMA",6,0,2000-06-01
"5290",2000,"RORAIMA",7,0,2000-07-01
"5291",2000,"RORAIMA",8,9,2000-08-01
"5292",2000,"RORAIMA",9,12,2000-09-01
"5293",2000,"RORAIMA",10,25,2000-10-01
"5294",2000,"RORAIMA",11,32,2000-11-01
"5295",2000,"RORAIMA",12,77,2000-12-01
"5296",2001,"RORAIMA",1,101,2001-01-01
"5297",2001,"RORAIMA",2,646,2001-02-01
"5298",2001,"RORAIMA",3,1108,2001-03-01
"5299",2001,"RORAIMA",4,380,2001-04-01
"5300",2001,"RORAIMA",5,9,2001-05-01
"5301",2001,"RORAIMA",6,1,2001-06-01
"5302",2001,"RORAIMA",7,1,2001-07-01
"5303",2001,"RORAIMA",8,4,2001-08-01
"5304",2001,"RORAIMA",9,1,2001-09-01
"5305",2001,"RORAIMA",10,13,2001-10-01
"5306",2001,"RORAIMA",11,76,2001-11-01
"5307",2001,"RORAIMA",12,76,2001-12-01
"5308",2002,"RORAIMA",1,302,2002-01-01
"5309",2002,"RORAIMA",2,476,2002-02-01
"5310",2002,"RORAIMA",3,820,2002-03-01
"5311",2002,"RORAIMA",4,41,2002-04-01
"5312",2002,"RORAIMA",5,0,2002-05-01
"5313",2002,"RORAIMA",6,0,2002-06-01
"5314",2002,"RORAIMA",7,7,2002-07-01
"5315",2002,"RORAIMA",8,7,2002-08-01
"5316",2002,"RORAIMA",9,48,2002-09-01
"5317",2002,"RORAIMA",10,191,2002-10-01
"5318",2002,"RORAIMA",11,133,2002-11-01
"5319",2002,"RORAIMA",12,199,2002-12-01
"5320",2003,"RORAIMA",1,547,2003-01-01
"5321",2003,"RORAIMA",2,767,2003-02-01
"5322",2003,"RORAIMA",3,1131,2003-03-01
"5323",2003,"RORAIMA",4,268,2003-04-01
"5324",2003,"RORAIMA",5,0,2003-05-01
"5325",2003,"RORAIMA",6,0,2003-06-01
"5326",2003,"RORAIMA",7,0,2003-07-01
"5327",2003,"RORAIMA",8,2,2003-08-01
"5328",2003,"RORAIMA",9,6,2003-09-01
"5329",2003,"RORAIMA",10,14,2003-10-01
"5330",2003,"RORAIMA",11,27,2003-11-01
"5331",2003,"RORAIMA",12,157,2003-12-01
"5332",2004,"RORAIMA",1,355,2004-01-01
"5333",2004,"RORAIMA",2,259,2004-02-01
"5334",2004,"RORAIMA",3,276,2004-03-01
"5335",2004,"RORAIMA",4,182,2004-04-01
"5336",2004,"RORAIMA",5,2,2004-05-01
"5337",2004,"RORAIMA",6,6,2004-06-01
"5338",2004,"RORAIMA",7,2,2004-07-01
"5339",2004,"RORAIMA",8,18,2004-08-01
"5340",2004,"RORAIMA",9,9,2004-09-01
"5341",2004,"RORAIMA",10,53,2004-10-01
"5342",2004,"RORAIMA",11,135,2004-11-01
"5343",2004,"RORAIMA",12,160,2004-12-01
"5344",2005,"RORAIMA",1,106,2005-01-01
"5345",2005,"RORAIMA",2,105,2005-02-01
"5346",2005,"RORAIMA",3,244,2005-03-01
"5347",2005,"RORAIMA",4,22,2005-04-01
"5348",2005,"RORAIMA",5,1,2005-05-01
"5349",2005,"RORAIMA",6,5,2005-06-01
"5350",2005,"RORAIMA",7,2,2005-07-01
"5351",2005,"RORAIMA",8,9,2005-08-01
"5352",2005,"RORAIMA",9,72,2005-09-01
"5353",2005,"RORAIMA",10,88,2005-10-01
"5354",2005,"RORAIMA",11,135,2005-11-01
"5355",2005,"RORAIMA",12,71,2005-12-01
"5356",2006,"RORAIMA",1,70,2006-01-01
"5357",2006,"RORAIMA",2,283,2006-02-01
"5358",2006,"RORAIMA",3,385,2006-03-01
"5359",2006,"RORAIMA",4,201,2006-04-01
"5360",2006,"RORAIMA",5,0,2006-05-01
"5361",2006,"RORAIMA",6,0,2006-06-01
"5362",2006,"RORAIMA",7,0,2006-07-01
"5363",2006,"RORAIMA",8,4,2006-08-01
"5364",2006,"RORAIMA",9,40,2006-09-01
"5365",2006,"RORAIMA",10,135,2006-10-01
"5366",2006,"RORAIMA",11,26,2006-11-01
"5367",2006,"RORAIMA",12,101,2006-12-01
"5368",2007,"RORAIMA",1,194,2007-01-01
"5369",2007,"RORAIMA",2,796,2007-02-01
"5370",2007,"RORAIMA",3,665,2007-03-01
"5371",2007,"RORAIMA",4,58,2007-04-01
"5372",2007,"RORAIMA",5,0,2007-05-01
"5373",2007,"RORAIMA",6,1,2007-06-01
"5374",2007,"RORAIMA",7,3,2007-07-01
"5375",2007,"RORAIMA",8,2,2007-08-01
"5376",2007,"RORAIMA",9,9,2007-09-01
"5377",2007,"RORAIMA",10,15,2007-10-01
"5378",2007,"RORAIMA",11,112,2007-11-01
"5379",2007,"RORAIMA",12,8,2007-12-01
"5380",2008,"RORAIMA",1,245,2008-01-01
"5381",2008,"RORAIMA",2,138,2008-02-01
"5382",2008,"RORAIMA",3,422,2008-03-01
"5383",2008,"RORAIMA",4,175,2008-04-01
"5384",2008,"RORAIMA",5,8,2008-05-01
"5385",2008,"RORAIMA",6,0,2008-06-01
"5386",2008,"RORAIMA",7,0,2008-07-01
"5387",2008,"RORAIMA",8,4,2008-08-01
"5388",2008,"RORAIMA",9,17,2008-09-01
"5389",2008,"RORAIMA",10,78,2008-10-01
"5390",2008,"RORAIMA",11,39,2008-11-01
"5391",2008,"RORAIMA",12,5,2008-12-01
"5392",2009,"RORAIMA",1,45,2009-01-01
"5393",2009,"RORAIMA",2,153,2009-02-01
"5394",2009,"RORAIMA",3,176,2009-03-01
"5395",2009,"RORAIMA",4,115,2009-04-01
"5396",2009,"RORAIMA",5,219,2009-05-01
"5397",2009,"RORAIMA",6,16,2009-06-01
"5398",2009,"RORAIMA",7,18,2009-07-01
"5399",2009,"RORAIMA",8,29,2009-08-01
"5400",2009,"RORAIMA",9,117,2009-09-01
"5401",2009,"RORAIMA",10,197,2009-10-01
"5402",2009,"RORAIMA",11,312,2009-11-01
"5403",2009,"RORAIMA",12,290,2009-12-01
"5404",2010,"RORAIMA",1,351,2010-01-01
"5405",2010,"RORAIMA",2,470,2010-02-01
"5406",2010,"RORAIMA",3,417,2010-03-01
"5407",2010,"RORAIMA",4,15,2010-04-01
"5408",2010,"RORAIMA",5,3,2010-05-01
"5409",2010,"RORAIMA",6,0,2010-06-01
"5410",2010,"RORAIMA",7,1,2010-07-01
"5411",2010,"RORAIMA",8,3,2010-08-01
"5412",2010,"RORAIMA",9,18,2010-09-01
"5413",2010,"RORAIMA",10,64,2010-10-01
"5414",2010,"RORAIMA",11,27,2010-11-01
"5415",2010,"RORAIMA",12,73,2010-12-01
"5416",2011,"RORAIMA",1,225,2011-01-01
"5417",2011,"RORAIMA",2,112,2011-02-01
"5418",2011,"RORAIMA",3,91,2011-03-01
"5419",2011,"RORAIMA",4,108,2011-04-01
"5420",2011,"RORAIMA",5,4,2011-05-01
"5421",2011,"RORAIMA",6,6,2011-06-01
"5422",2011,"RORAIMA",7,9,2011-07-01
"5423",2011,"RORAIMA",8,39,2011-08-01
"5424",2011,"RORAIMA",9,53,2011-09-01
"5425",2011,"RORAIMA",10,65,2011-10-01
"5426",2011,"RORAIMA",11,121,2011-11-01
"5427",2011,"RORAIMA",12,249,2011-12-01
"5428",2012,"RORAIMA",1,217,2012-01-01
"5429",2012,"RORAIMA",2,130,2012-02-01
"5430",2012,"RORAIMA",3,99,2012-03-01
"5431",2012,"RORAIMA",4,25,2012-04-01
"5432",2012,"RORAIMA",5,18,2012-05-01
"5433",2012,"RORAIMA",6,22,2012-06-01
"5434",2012,"RORAIMA",7,2,2012-07-01
"5435",2012,"RORAIMA",8,4,2012-08-01
"5436",2012,"RORAIMA",9,67,2012-09-01
"5437",2012,"RORAIMA",10,152,2012-10-01
"5438",2012,"RORAIMA",11,187,2012-11-01
"5439",2012,"RORAIMA",12,78,2012-12-01
"5440",2013,"RORAIMA",1,397,2013-01-01
"5441",2013,"RORAIMA",2,62,2013-02-01
"5442",2013,"RORAIMA",3,179,2013-03-01
"5443",2013,"RORAIMA",4,87,2013-04-01
"5444",2013,"RORAIMA",5,4,2013-05-01
"5445",2013,"RORAIMA",6,6,2013-06-01
"5446",2013,"RORAIMA",7,4,2013-07-01
"5447",2013,"RORAIMA",8,3,2013-08-01
"5448",2013,"RORAIMA",9,18,2013-09-01
"5449",2013,"RORAIMA",10,63,2013-10-01
"5450",2013,"RORAIMA",11,106,2013-11-01
"5451",2013,"RORAIMA",12,65,2013-12-01
"5452",2014,"RORAIMA",1,355,2014-01-01
"5453",2014,"RORAIMA",2,226,2014-02-01
"5454",2014,"RORAIMA",3,494,2014-03-01
"5455",2014,"RORAIMA",4,162,2014-04-01
"5456",2014,"RORAIMA",5,58,2014-05-01
"5457",2014,"RORAIMA",6,4,2014-06-01
"5458",2014,"RORAIMA",7,9,2014-07-01
"5459",2014,"RORAIMA",8,12,2014-08-01
"5460",2014,"RORAIMA",9,67,2014-09-01
"5461",2014,"RORAIMA",10,61,2014-10-01
"5462",2014,"RORAIMA",11,143,2014-11-01
"5463",2014,"RORAIMA",12,277,2014-12-01
"5464",2015,"RORAIMA",1,330,2015-01-01
"5465",2015,"RORAIMA",2,418,2015-02-01
"5466",2015,"RORAIMA",3,163,2015-03-01
"5467",2015,"RORAIMA",4,278,2015-04-01
"5468",2015,"RORAIMA",5,12,2015-05-01
"5469",2015,"RORAIMA",6,3,2015-06-01
"5470",2015,"RORAIMA",7,5,2015-07-01
"5471",2015,"RORAIMA",8,11,2015-08-01
"5472",2015,"RORAIMA",9,77,2015-09-01
"5473",2015,"RORAIMA",10,181,2015-10-01
"5474",2015,"RORAIMA",11,280,2015-11-01
"5475",2015,"RORAIMA",12,304,2015-12-01
"5476",2016,"RORAIMA",1,1754,2016-01-01
"5477",2016,"RORAIMA",2,171,2016-02-01
"5478",2016,"RORAIMA",3,1081,2016-03-01
"5479",2016,"RORAIMA",4,126,2016-04-01
"5480",2016,"RORAIMA",5,22,2016-05-01
"5481",2016,"RORAIMA",6,7,2016-06-01
"5482",2016,"RORAIMA",7,0,2016-07-01
"5483",2016,"RORAIMA",8,11,2016-08-01
"5484",2016,"RORAIMA",9,19,2016-09-01
"5485",2016,"RORAIMA",10,101,2016-10-01
"5486",2016,"RORAIMA",11,71,2016-11-01
"5487",2016,"RORAIMA",12,136,2016-12-01
"5488",2017,"RORAIMA",1,108,2017-01-01
"5489",2017,"RORAIMA",2,129,2017-02-01
"5490",2017,"RORAIMA",3,216,2017-03-01
"5491",2017,"RORAIMA",4,51,2017-04-01
"5492",2017,"RORAIMA",5,29,2017-05-01
"5493",2017,"RORAIMA",6,4,2017-06-01
"5494",2017,"RORAIMA",7,3,2017-07-01
"5495",2017,"RORAIMA",8,35,2017-08-01
"5496",2017,"RORAIMA",9,43,2017-09-01
"5497",2017,"RORAIMA",10,156,2017-10-01
"5498",2017,"RORAIMA",11,327,2017-11-01
"5499",1998,"SANTA CATARINA",1,0,1998-01-01
"5500",1998,"SANTA CATARINA",2,0,1998-02-01
"5501",1998,"SANTA CATARINA",3,0,1998-03-01
"5502",1998,"SANTA CATARINA",4,0,1998-04-01
"5503",1998,"SANTA CATARINA",5,0,1998-05-01
"5504",1998,"SANTA CATARINA",6,2,1998-06-01
"5505",1998,"SANTA CATARINA",7,0,1998-07-01
"5506",1998,"SANTA CATARINA",8,0,1998-08-01
"5507",1998,"SANTA CATARINA",9,6,1998-09-01
"5508",1998,"SANTA CATARINA",10,4,1998-10-01
"5509",1998,"SANTA CATARINA",11,21,1998-11-01
"5510",1998,"SANTA CATARINA",12,26,1998-12-01
"5511",1999,"SANTA CATARINA",1,11,1999-01-01
"5512",1999,"SANTA CATARINA",2,2,1999-02-01
"5513",1999,"SANTA CATARINA",3,7,1999-03-01
"5514",1999,"SANTA CATARINA",4,0,1999-04-01
"5515",1999,"SANTA CATARINA",5,1,1999-05-01
"5516",1999,"SANTA CATARINA",6,0,1999-06-01
"5517",1999,"SANTA CATARINA",7,2,1999-07-01
"5518",1999,"SANTA CATARINA",8,51,1999-08-01
"5519",1999,"SANTA CATARINA",9,101,1999-09-01
"5520",1999,"SANTA CATARINA",10,16,1999-10-01
"5521",1999,"SANTA CATARINA",11,84,1999-11-01
"5522",1999,"SANTA CATARINA",12,89,1999-12-01
"5523",2000,"SANTA CATARINA",1,14,2000-01-01
"5524",2000,"SANTA CATARINA",2,8,2000-02-01
"5525",2000,"SANTA CATARINA",3,46,2000-03-01
"5526",2000,"SANTA CATARINA",4,7,2000-04-01
"5527",2000,"SANTA CATARINA",5,0,2000-05-01
"5528",2000,"SANTA CATARINA",6,2,2000-06-01
"5529",2000,"SANTA CATARINA",7,21,2000-07-01
"5530",2000,"SANTA CATARINA",8,69,2000-08-01
"5531",2000,"SANTA CATARINA",9,36,2000-09-01
"5532",2000,"SANTA CATARINA",10,55,2000-10-01
"5533",2000,"SANTA CATARINA",11,19,2000-11-01
"5534",2000,"SANTA CATARINA",12,29,2000-12-01
"5535",2001,"SANTA CATARINA",1,11,2001-01-01
"5536",2001,"SANTA CATARINA",2,0,2001-02-01
"5537",2001,"SANTA CATARINA",3,1,2001-03-01
"5538",2001,"SANTA CATARINA",4,1,2001-04-01
"5539",2001,"SANTA CATARINA",5,2,2001-05-01
"5540",2001,"SANTA CATARINA",6,1,2001-06-01
"5541",2001,"SANTA CATARINA",7,5,2001-07-01
"5542",2001,"SANTA CATARINA",8,24,2001-08-01
"5543",2001,"SANTA CATARINA",9,18,2001-09-01
"5544",2001,"SANTA CATARINA",10,26,2001-10-01
"5545",2001,"SANTA CATARINA",11,66,2001-11-01
"5546",2001,"SANTA CATARINA",12,45,2001-12-01
"5547",2002,"SANTA CATARINA",1,22,2002-01-01
"5548",2002,"SANTA CATARINA",2,5,2002-02-01
"5549",2002,"SANTA CATARINA",3,12,2002-03-01
"5550",2002,"SANTA CATARINA",4,7,2002-04-01
"5551",2002,"SANTA CATARINA",5,3,2002-05-01
"5552",2002,"SANTA CATARINA",6,0,2002-06-01
"5553",2002,"SANTA CATARINA",7,82,2002-07-01
"5554",2002,"SANTA CATARINA",8,702,2002-08-01
"5555",2002,"SANTA CATARINA",9,416,2002-09-01
"5556",2002,"SANTA CATARINA",10,42,2002-10-01
"5557",2002,"SANTA CATARINA",11,348,2002-11-01
"5558",2002,"SANTA CATARINA",12,76,2002-12-01
"5559",2003,"SANTA CATARINA",1,45,2003-01-01
"5560",2003,"SANTA CATARINA",2,43,2003-02-01
"5561",2003,"SANTA CATARINA",3,58,2003-03-01
"5562",2003,"SANTA CATARINA",4,120,2003-04-01
"5563",2003,"SANTA CATARINA",5,84,2003-05-01
"5564",2003,"SANTA CATARINA",6,68,2003-06-01
"5565",2003,"SANTA CATARINA",7,43,2003-07-01
"5566",2003,"SANTA CATARINA",8,1513,2003-08-01
"5567",2003,"SANTA CATARINA",9,1339,2003-09-01
"5568",2003,"SANTA CATARINA",10,669,2003-10-01
"5569",2003,"SANTA CATARINA",11,347,2003-11-01
"5570",2003,"SANTA CATARINA",12,129,2003-12-01
"5571",2004,"SANTA CATARINA",1,37,2004-01-01
"5572",2004,"SANTA CATARINA",2,29,2004-02-01
"5573",2004,"SANTA CATARINA",3,73,2004-03-01
"5574",2004,"SANTA CATARINA",4,59,2004-04-01
"5575",2004,"SANTA CATARINA",5,2,2004-05-01
"5576",2004,"SANTA CATARINA",6,127,2004-06-01
"5577",2004,"SANTA CATARINA",7,94,2004-07-01
"5578",2004,"SANTA CATARINA",8,728,2004-08-01
"5579",2004,"SANTA CATARINA",9,755,2004-09-01
"5580",2004,"SANTA CATARINA",10,704,2004-10-01
"5581",2004,"SANTA CATARINA",11,279,2004-11-01
"5582",2004,"SANTA CATARINA",12,68,2004-12-01
"5583",2005,"SANTA CATARINA",1,46,2005-01-01
"5584",2005,"SANTA CATARINA",2,46,2005-02-01
"5585",2005,"SANTA CATARINA",3,92,2005-03-01
"5586",2005,"SANTA CATARINA",4,25,2005-04-01
"5587",2005,"SANTA CATARINA",5,21,2005-05-01
"5588",2005,"SANTA CATARINA",6,58,2005-06-01
"5589",2005,"SANTA CATARINA",7,90,2005-07-01
"5590",2005,"SANTA CATARINA",8,391,2005-08-01
"5591",2005,"SANTA CATARINA",9,116,2005-09-01
"5592",2005,"SANTA CATARINA",10,197,2005-10-01
"5593",2005,"SANTA CATARINA",11,384,2005-11-01
"5594",2005,"SANTA CATARINA",12,17,2005-12-01
"5595",2006,"SANTA CATARINA",1,41,2006-01-01
"5596",2006,"SANTA CATARINA",2,18,2006-02-01
"5597",2006,"SANTA CATARINA",3,48,2006-03-01
"5598",2006,"SANTA CATARINA",4,30,2006-04-01
"5599",2006,"SANTA CATARINA",5,33,2006-05-01
"5600",2006,"SANTA CATARINA",6,32,2006-06-01
"5601",2006,"SANTA CATARINA",7,74,2006-07-01
"5602",2006,"SANTA CATARINA",8,728,2006-08-01
"5603",2006,"SANTA CATARINA",9,530,2006-09-01
"5604",2006,"SANTA CATARINA",10,269,2006-10-01
"5605",2006,"SANTA CATARINA",11,45,2006-11-01
"5606",2006,"SANTA CATARINA",12,7,2006-12-01
"5607",2007,"SANTA CATARINA",1,9,2007-01-01
"5608",2007,"SANTA CATARINA",2,14,2007-02-01
"5609",2007,"SANTA CATARINA",3,23,2007-03-01
"5610",2007,"SANTA CATARINA",4,2,2007-04-01
"5611",2007,"SANTA CATARINA",5,2,2007-05-01
"5612",2007,"SANTA CATARINA",6,11,2007-06-01
"5613",2007,"SANTA CATARINA",7,12,2007-07-01
"5614",2007,"SANTA CATARINA",8,462,2007-08-01
"5615",2007,"SANTA CATARINA",9,617,2007-09-01
"5616",2007,"SANTA CATARINA",10,35,2007-10-01
"5617",2007,"SANTA CATARINA",11,26,2007-11-01
"5618",2007,"SANTA CATARINA",12,17,2007-12-01
"5619",2008,"SANTA CATARINA",1,25,2008-01-01
"5620",2008,"SANTA CATARINA",2,29,2008-02-01
"5621",2008,"SANTA CATARINA",3,14,2008-03-01
"5622",2008,"SANTA CATARINA",4,31,2008-04-01
"5623",2008,"SANTA CATARINA",5,15,2008-05-01
"5624",2008,"SANTA CATARINA",6,2,2008-06-01
"5625",2008,"SANTA CATARINA",7,46,2008-07-01
"5626",2008,"SANTA CATARINA",8,51,2008-08-01
"5627",2008,"SANTA CATARINA",9,233,2008-09-01
"5628",2008,"SANTA CATARINA",10,56,2008-10-01
"5629",2008,"SANTA CATARINA",11,16,2008-11-01
"5630",2008,"SANTA CATARINA",12,29,2008-12-01
"5631",2009,"SANTA CATARINA",1,21,2009-01-01
"5632",2009,"SANTA CATARINA",2,7,2009-02-01
"5633",2009,"SANTA CATARINA",3,33,2009-03-01
"5634",2009,"SANTA CATARINA",4,57,2009-04-01
"5635",2009,"SANTA CATARINA",5,33,2009-05-01
"5636",2009,"SANTA CATARINA",6,14,2009-06-01
"5637",2009,"SANTA CATARINA",7,26,2009-07-01
"5638",2009,"SANTA CATARINA",8,759,2009-08-01
"5639",2009,"SANTA CATARINA",9,47,2009-09-01
"5640",2009,"SANTA CATARINA",10,252,2009-10-01
"5641",2009,"SANTA CATARINA",11,61,2009-11-01
"5642",2009,"SANTA CATARINA",12,20,2009-12-01
"5643",2010,"SANTA CATARINA",1,2,2010-01-01
"5644",2010,"SANTA CATARINA",2,15,2010-02-01
"5645",2010,"SANTA CATARINA",3,9,2010-03-01
"5646",2010,"SANTA CATARINA",4,19,2010-04-01
"5647",2010,"SANTA CATARINA",5,1,2010-05-01
"5648",2010,"SANTA CATARINA",6,1,2010-06-01
"5649",2010,"SANTA CATARINA",7,31,2010-07-01
"5650",2010,"SANTA CATARINA",8,511,2010-08-01
"5651",2010,"SANTA CATARINA",9,198,2010-09-01
"5652",2010,"SANTA CATARINA",10,76,2010-10-01
"5653",2010,"SANTA CATARINA",11,88,2010-11-01
"5654",2010,"SANTA CATARINA",12,23,2010-12-01
"5655",2011,"SANTA CATARINA",1,9,2011-01-01
"5656",2011,"SANTA CATARINA",2,1,2011-02-01
"5657",2011,"SANTA CATARINA",3,8,2011-03-01
"5658",2011,"SANTA CATARINA",4,5,2011-04-01
"5659",2011,"SANTA CATARINA",5,16,2011-05-01
"5660",2011,"SANTA CATARINA",6,26,2011-06-01
"5661",2011,"SANTA CATARINA",7,31,2011-07-01
"5662",2011,"SANTA CATARINA",8,175,2011-08-01
"5663",2011,"SANTA CATARINA",9,450,2011-09-01
"5664",2011,"SANTA CATARINA",10,102,2011-10-01
"5665",2011,"SANTA CATARINA",11,79,2011-11-01
"5666",2011,"SANTA CATARINA",12,24,2011-12-01
"5667",2012,"SANTA CATARINA",1,14,2012-01-01
"5668",2012,"SANTA CATARINA",2,13,2012-02-01
"5669",2012,"SANTA CATARINA",3,65,2012-03-01
"5670",2012,"SANTA CATARINA",4,40,2012-04-01
"5671",2012,"SANTA CATARINA",5,60,2012-05-01
"5672",2012,"SANTA CATARINA",6,42,2012-06-01
"5673",2012,"SANTA CATARINA",7,42,2012-07-01
"5674",2012,"SANTA CATARINA",8,398,2012-08-01
"5675",2012,"SANTA CATARINA",9,188,2012-09-01
"5676",2012,"SANTA CATARINA",10,34,2012-10-01
"5677",2012,"SANTA CATARINA",11,72,2012-11-01
"5678",2012,"SANTA CATARINA",12,32,2012-12-01
"5679",2013,"SANTA CATARINA",1,18,2013-01-01
"5680",2013,"SANTA CATARINA",2,12,2013-02-01
"5681",2013,"SANTA CATARINA",3,14,2013-03-01
"5682",2013,"SANTA CATARINA",4,46,2013-04-01
"5683",2013,"SANTA CATARINA",5,52,2013-05-01
"5684",2013,"SANTA CATARINA",6,31,2013-06-01
